person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length
25,75000,0,5.0,0,10000,10.74,0.13,4
28,82500,0,12.0,0,11000,7.49,0.13,7
23,83236,3,6.0,1,7000,6.92,0.08,2
41,21600,2,1.0,1,3500,13.61,0.16,13
30,24000,3,4.0,4,6000,5.42,0.25,8
27,44400,3,7.0,5,7000,10.0,0.16,6
23,72000,3,3.0,4,10000,6.91,0.14,2
25,40000,3,9.0,0,8000,12.42,0.2,2
32,155000,2,6.0,3,15000,12.42,0.1,7
38,32560,2,8.0,4,6000,8.94,0.18,16
26,225000,0,2.0,5,25000,10.08,0.11,2
25,42000,3,6.0,3,5600,7.49,0.13,2
31,39996,2,8.0,2,4000,14.35,0.1,9
31,20000,2,1.0,2,5000,8.59,0.25,8
26,95000,0,1.0,4,24000,10.99,0.25,3
24,130000,0,5.0,0,25000,12.53,0.19,3
23,45000,3,4.0,4,4800,13.98,0.11,2
26,67550,3,3.0,3,7000,8.9,0.1,2
27,48000,3,3.0,0,10800,15.99,0.23,8
30,130000,0,1.0,2,8500,12.84,0.07,5
22,100000,3,0.0,4,20000,12.21,0.2,3
27,86260,0,11.0,1,18000,13.72,0.21,7
30,54400,0,3.0,3,23500,6.91,0.37,7
37,100000,0,3.0,5,6000,11.99,0.06,13
25,100000,3,9.0,4,20000,13.06,0.2,3
25,39000,3,0.0,2,4000,17.74,0.1,2
34,150000,0,5.0,5,15000,11.86,0.1,9
22,37000,3,0.0,4,7000,10.95,0.19,4
23,67000,0,0.0,5,6000,9.32,0.09,2
42,600000,1,2.0,1,25000,14.74,0.04,11
23,26500,3,1.0,1,2800,12.29,0.11,3
30,72000,0,5.0,2,7500,9.76,0.1,9
23,33000,3,4.0,1,10000,11.99,0.3,4
24,120000,0,1.0,1,25000,13.99,0.21,4
24,22000,2,1.0,0,3000,16.0,0.14,2
28,55640,0,9.0,3,5000,10.99,0.09,7
23,86670,0,4.0,4,20000,12.53,0.23,2
22,54000,3,0.0,5,10000,15.95,0.19,4
37,85000,3,3.0,1,10000,14.27,0.12,14
40,65000,3,1.0,2,5000,9.63,0.08,17
23,100000,0,4.0,1,10000,12.87,0.1,3
28,62000,3,0.0,2,15000,7.9,0.24,10
25,31008,3,2.0,0,12000,13.79,0.39,4
23,46500,2,2.0,0,6000,10.99,0.13,2
21,37800,3,1.0,4,2400,14.26,0.06,3
35,100596,0,2.0,4,25000,10.59,0.25,8
22,22000,0,6.0,1,7000,11.71,0.32,2
25,65004,0,9.0,3,4500,6.92,0.07,2
23,50004,0,7.0,4,16000,11.83,0.32,2
23,44000,3,4.0,4,3000,9.62,0.07,4
25,84000,3,1.0,5,8000,16.45,0.1,4
24,170000,0,8.0,1,5000,11.71,0.03,3
27,160000,3,3.0,1,10000,16.32,0.06,9
22,27000,3,0.0,4,4000,5.79,0.15,2
26,35000,0,3.0,4,7200,10.59,0.21,3
28,26000,0,7.0,0,12000,11.36,0.46,7
22,105000,0,6.0,3,12800,11.83,0.12,2
30,228000,0,9.0,5,12800,15.33,0.06,8
32,21600,3,4.0,0,4000,8.07,0.19,10
24,60000,3,5.0,1,3500,11.86,0.06,4
37,42000,3,2.0,5,8400,13.49,0.2,15
22,55000,2,6.0,3,4800,11.99,0.09,2
23,36000,3,7.0,4,6000,7.51,0.17,3
39,60000,0,1.0,1,17000,14.65,0.28,14
43,86015,0,3.0,5,2200,10.99,0.03,16
36,90000,3,6.0,0,1950,12.42,0.02,15
30,26000,3,3.0,1,9250,10.99,0.36,5
35,55000,0,7.0,1,1450,10.59,0.03,5
28,140000,0,12.0,5,9000,5.99,0.06,9
25,35000,2,9.0,4,4000,13.11,0.11,2
23,42000,3,7.0,0,10000,10.99,0.24,3
28,85000,3,7.0,3,24000,10.99,0.28,10
25,56004,3,0.0,0,14000,6.92,0.25,2
24,120000,3,4.0,2,10000,13.61,0.08,4
35,101400,0,11.0,2,4500,9.32,0.04,5
32,30000,0,0.0,5,9000,5.42,0.3,9
24,31000,0,8.0,4,9000,14.84,0.29,4
24,45000,0,8.0,4,4000,10.99,0.09,2
25,33000,3,6.0,0,2500,10.59,0.08,2
25,38000,3,9.0,1,4800,11.71,0.13,3
22,54000,3,6.0,5,10000,6.62,0.19,4
22,40000,3,1.0,0,17000,10.65,0.42,4
25,70000,0,9.0,3,10000,5.42,0.14,4
28,81972,3,4.0,0,18000,10.99,0.22,6
22,17760,0,6.0,1,4975,10.99,0.28,3
22,70000,3,2.0,0,18750,10.38,0.27,2
23,62000,0,0.0,5,18000,14.46,0.29,3
32,26400,3,12.0,5,12000,6.17,0.45,9
30,108000,0,14.0,2,5000,10.99,0.05,5
25,45000,0,9.0,2,3000,9.99,0.07,4
21,14400,3,4.0,3,5500,11.48,0.38,3
31,52000,0,0.0,5,25000,10.71,0.48,7
23,22300,2,1.0,3,7500,11.12,0.34,4
27,69638,0,5.0,1,16725,10.74,0.24,9
27,115000,3,3.0,5,6000,7.4,0.05,5
27,59004,3,3.0,1,10000,16.32,0.17,6
21,13806,3,6.0,1,4750,12.73,0.34,2
36,92000,3,5.0,0,10000,11.71,0.11,16
28,125600,0,0.0,4,13800,7.88,0.11,6
27,52656,0,4.0,5,13000,10.99,0.25,10
23,68000,3,1.0,1,7500,11.49,0.11,3
25,23000,3,0.0,1,2100,13.48,0.09,4
23,73000,0,7.0,5,7000,10.74,0.1,3
23,58320,3,4.0,3,4000,10.37,0.07,2
31,110000,0,5.0,5,5000,14.96,0.05,9
22,15708,3,4.0,2,4000,11.12,0.25,3
45,19200,3,0.0,5,2000,8.49,0.1,12
34,67500,3,2.0,5,20000,10.99,0.3,5
29,40000,0,13.0,4,6400,7.51,0.16,6
24,85000,0,0.0,4,10000,10.0,0.12,4
24,72100,0,2.0,1,16000,10.25,0.22,4
24,39000,3,2.0,2,16000,13.06,0.41,2
26,71000,3,5.0,3,13500,12.69,0.19,3
31,42000,3,2.0,0,2200,9.63,0.05,8
23,18000,3,0.0,1,5000,8.59,0.28,4
29,68004,3,3.0,3,18000,10.0,0.26,9
24,42000,0,4.0,2,12000,6.99,0.29,3
33,48000,0,2.0,2,7500,8.0,0.16,10
26,56000,3,4.0,3,5600,8.59,0.1,4
22,50000,0,6.0,5,7200,10.99,0.14,3
22,40000,3,6.0,3,7000,7.9,0.17,2
21,40000,2,5.0,3,12000,8.9,0.3,2
23,50400,0,7.0,1,2500,10.99,0.05,4
35,26000,3,3.0,4,8000,7.9,0.31,6
36,42000,3,1.0,1,21000,7.49,0.5,11
26,100000,3,6.0,3,8000,6.54,0.08,3
33,102000,0,6.0,1,8700,12.99,0.09,9
22,32647,3,7.0,5,10000,11.48,0.31,3
28,120000,0,0.0,4,20000,10.99,0.17,5
27,23652,0,9.0,4,2000,7.49,0.08,8
21,61000,3,3.0,1,7500,10.39,0.12,4
26,100000,0,4.0,1,5000,6.92,0.05,4
26,72000,0,7.0,3,16000,10.59,0.22,4
27,36000,0,8.0,2,12500,6.03,0.35,7
30,96053,0,15.0,3,30000,15.62,0.27,5
22,54000,0,4.0,3,15000,11.99,0.28,2
21,12000,2,0.0,4,4200,13.48,0.35,4
30,67692,0,4.0,4,23200,15.96,0.34,7
35,33000,3,3.0,3,2500,15.62,0.08,7
40,62400,0,7.0,1,7000,19.13,0.11,12
24,141000,2,8.0,4,10000,7.49,0.07,2
27,91200,3,3.0,0,5000,13.49,0.05,10
31,66000,3,9.0,2,2550,11.36,0.04,10
32,61572,0,0.0,5,15000,13.57,0.24,7
36,57600,2,4.0,1,4000,10.99,0.07,15
28,58000,0,12.0,1,3000,10.99,0.05,8
33,18000,3,0.0,5,2700,12.61,0.15,9
22,60000,3,2.0,1,8000,10.0,0.13,4
30,70000,3,3.0,2,7200,10.99,0.1,5
25,55000,0,10.0,1,15000,10.99,0.27,3
31,66000,3,0.0,1,6000,10.99,0.09,5
22,47800,0,5.0,4,1500,13.43,0.03,3
33,68736,3,8.0,2,1200,16.29,0.02,9
22,72000,0,6.0,0,3500,5.42,0.05,4
22,50985,3,4.0,1,11000,13.11,0.22,2
26,54000,3,10.0,1,5000,10.0,0.09,2
31,24600,3,5.0,1,2000,13.61,0.08,5
28,39000,3,6.0,1,14000,7.9,0.36,8
21,50000,3,4.0,1,7300,11.71,0.15,3
31,33000,3,1.0,0,2000,5.79,0.06,5
23,45000,0,4.0,1,8650,14.27,0.19,2
22,32400,3,2.0,3,10400,14.84,0.32,2
22,59000,0,5.0,3,6000,10.99,0.1,2
24,40000,3,2.0,4,2000,11.99,0.05,4
29,79200,0,4.0,0,8000,5.42,0.1,5
46,81000,0,1.0,1,7000,9.45,0.09,14
23,184000,2,5.0,1,2500,11.83,0.01,2
25,80000,0,3.0,1,20000,15.62,0.25,3
45,75000,0,7.0,3,10000,14.27,0.13,17
31,204000,3,0.0,5,12000,9.63,0.06,9
22,20800,3,1.0,0,7200,6.91,0.35,4
26,61000,0,4.0,4,8000,7.49,0.13,2
35,762000,2,8.0,3,10000,8.94,0.01,8
26,37000,0,7.0,1,8400,10.99,0.23,4
27,35040,3,11.0,3,2000,10.99,0.06,10
23,90000,0,6.0,4,15000,9.99,0.17,3
27,147884,0,4.0,2,4500,11.49,0.03,5
27,66000,3,3.0,0,20000,10.62,0.3,9
28,35000,3,4.0,1,13250,10.65,0.38,7
36,43000,3,12.0,0,13600,15.58,0.32,12
26,34995,3,4.0,1,10000,7.88,0.29,2
46,105000,3,4.0,1,6000,7.14,0.06,16
25,28000,3,6.0,0,1000,7.51,0.04,3
22,58000,2,5.0,1,4500,13.16,0.08,2
26,45000,3,3.0,5,1500,10.25,0.03,3
28,112200,3,11.0,0,7000,11.66,0.06,7
23,50400,3,3.0,5,5000,10.38,0.1,2
31,96588,3,2.0,2,20000,10.95,0.21,9
22,51000,0,3.0,5,13000,13.48,0.25,3
24,30996,2,4.0,1,8000,7.51,0.26,3
25,59000,0,9.0,0,5000,6.03,0.08,2
29,55000,0,11.0,3,4000,10.99,0.07,6
23,49000,0,7.0,0,2400,7.66,0.05,3
47,109000,2,15.0,5,16000,7.05,0.15,14
28,108000,0,4.0,0,10000,10.74,0.09,6
24,62900,0,8.0,3,14000,17.58,0.19,4
28,85000,0,3.0,0,20000,9.62,0.24,5
29,28550,3,6.0,0,4000,10.59,0.14,10
23,28800,2,7.0,3,12250,7.51,0.43,4
30,77000,3,7.0,5,20000,12.42,0.26,8
25,50988,2,9.0,2,4200,9.99,0.08,3
27,30000,3,11.0,3,4900,11.71,0.16,5
24,56496,3,5.0,1,2000,9.32,0.04,3
22,29996,0,3.0,1,5400,12.84,0.18,4
22,64000,0,2.0,1,25000,11.83,0.39,4
26,83500,0,3.0,3,1600,6.76,0.02,3
21,85800,0,5.0,5,18900,10.99,0.22,2
22,30000,3,4.0,3,6000,12.42,0.2,4
47,119000,3,5.0,4,14250,7.66,0.12,16
39,170000,0,16.0,3,32000,7.49,0.19,13
22,42500,0,6.0,3,7000,15.57,0.16,4
22,40000,0,5.0,3,8000,10.74,0.2,3
23,85000,0,7.0,5,25000,10.36,0.29,4
21,68000,3,3.0,3,3000,11.78,0.04,4
28,60000,3,2.0,4,12000,12.18,0.2,10
35,88000,0,4.0,4,10000,14.11,0.11,6
24,56400,3,4.0,3,8000,14.96,0.14,2
38,26000,3,0.0,5,5200,13.43,0.2,15
24,42000,3,8.0,0,6000,12.68,0.14,4
36,46000,0,6.0,4,5350,15.27,0.12,12
36,120000,0,12.0,0,14500,5.42,0.12,15
24,83904,0,8.0,0,16000,16.07,0.19,4
22,132000,0,3.0,3,10000,7.66,0.08,2
23,95000,0,7.0,1,14400,11.83,0.15,3
23,46585,3,3.0,3,10000,13.57,0.21,4
23,120000,3,4.0,3,20000,10.37,0.17,4
35,31000,3,0.0,5,5000,14.35,0.16,7
25,70000,3,0.0,1,5000,11.71,0.07,3
21,82100,3,3.0,4,12200,6.03,0.15,2
25,113000,3,8.0,0,14400,11.71,0.13,4
27,20400,3,3.0,4,2000,12.53,0.1,6
24,86000,0,0.0,4,20000,10.99,0.23,4
30,69600,3,0.0,4,15000,14.59,0.22,7
22,42000,3,6.0,3,25000,14.59,0.6,2
25,42000,3,1.0,5,8000,5.99,0.19,2
32,54996,0,1.0,3,7000,6.92,0.13,8
29,61000,3,12.0,5,10000,16.07,0.16,9
28,69000,0,5.0,0,20000,14.91,0.29,5
22,100000,0,6.0,1,15000,7.49,0.15,2
26,30000,3,3.0,1,8000,12.61,0.27,4
27,27000,3,2.0,3,9750,9.63,0.36,6
26,136000,3,2.0,2,12000,14.72,0.09,3
26,45000,0,10.0,2,14125,13.99,0.31,2
23,60000,0,4.0,1,10000,10.99,0.17,4
22,70000,0,6.0,0,8400,6.99,0.12,4
24,45000,3,2.0,0,4700,10.96,0.1,2
24,45000,3,0.0,1,6000,17.19,0.13,3
22,36000,3,0.0,4,3000,11.71,0.08,3
30,76200,0,3.0,2,3200,8.49,0.04,7
22,87000,0,0.0,4,8000,12.21,0.09,4
28,42000,3,9.0,3,12250,14.59,0.29,10
34,140000,0,17.0,5,12000,15.21,0.09,10
29,26004,3,5.0,1,4000,10.0,0.15,7
20,98000,0,4.0,1,24250,10.99,0.25,4
24,35004,3,0.0,4,10000,12.84,0.29,4
29,32000,3,6.0,0,10800,13.57,0.34,6
27,80500,3,2.0,4,8000,8.49,0.1,9
23,75000,0,7.0,1,7100,9.25,0.09,2
30,21600,3,2.0,0,1500,14.72,0.07,8
21,18000,3,5.0,2,7000,11.14,0.39,4
26,73000,3,0.0,1,5000,15.31,0.07,2
22,34980,3,3.0,0,1500,12.23,0.04,4
28,175000,3,7.0,2,6000,7.9,0.03,10
29,117600,0,13.0,0,14400,12.99,0.12,6
34,130000,0,5.0,2,5000,17.56,0.04,7
41,102000,2,5.0,1,7000,6.92,0.07,12
29,92000,0,4.0,2,14000,6.03,0.15,8
29,60000,0,2.0,3,1500,6.03,0.03,5
25,38400,0,9.0,5,12000,10.38,0.31,3
22,76000,3,0.0,1,14400,14.35,0.19,2
22,36000,2,4.0,0,5000,14.61,0.14,4
24,33500,3,2.0,5,10000,13.16,0.3,3
25,65004,0,1.0,3,5000,13.47,0.08,3
28,25200,3,5.0,4,11500,14.46,0.46,10
26,29000,0,10.0,2,7200,8.49,0.25,4
25,153000,0,9.0,1,14500,13.85,0.09,3
30,50000,0,1.0,4,16000,10.38,0.32,7
34,18000,3,4.0,3,2400,14.79,0.13,10
42,33564,3,5.0,4,6000,16.29,0.18,15
41,40000,3,3.0,4,9200,7.49,0.23,15
23,32198,0,3.0,1,1000,10.95,0.03,2
21,10560,2,5.0,5,1000,10.36,0.09,4
25,50000,2,9.0,5,12000,13.98,0.24,2
28,26496,3,2.0,3,5000,14.83,0.19,10
22,71760,3,6.0,1,15500,7.88,0.22,2
23,80000,0,4.0,4,3000,5.99,0.04,3
24,55000,0,8.0,2,6000,5.42,0.11,3
25,85000,2,1.0,2,5000,13.79,0.06,2
26,59000,3,3.0,5,14500,11.97,0.25,2
31,95004,0,3.0,4,25000,16.07,0.26,8
34,41979,0,14.0,1,8150,15.23,0.19,10
22,49200,0,6.0,5,4800,7.51,0.1,3
28,110000,0,12.0,4,5000,9.63,0.05,9
29,70000,3,3.0,4,12300,8.49,0.18,8
29,35000,3,4.0,0,15000,13.22,0.43,5
22,27000,3,3.0,0,2800,7.51,0.1,3
24,40000,3,1.0,4,7500,5.79,0.19,4
26,36000,3,10.0,3,6400,5.99,0.18,3
23,64500,0,4.0,1,5000,10.99,0.08,2
22,24000,3,2.0,2,6000,12.18,0.25,3
26,75000,2,10.0,3,9250,12.69,0.12,4
26,72000,3,2.0,5,3600,10.74,0.05,4
23,48600,2,2.0,3,5000,7.49,0.1,2
24,42000,0,5.0,1,4900,6.03,0.12,4
26,124500,0,10.0,4,6000,10.62,0.05,2
23,70000,3,8.0,5,6725,6.62,0.1,2
29,69000,0,5.0,2,14000,7.51,0.2,5
22,29000,3,5.0,5,6000,10.25,0.21,2
37,135000,3,1.0,5,10000,7.74,0.07,13
25,45600,0,7.0,1,13000,12.99,0.29,2
27,60000,3,11.0,5,20000,10.51,0.33,7
38,71000,3,14.0,3,15000,8.88,0.21,15
42,123735,0,8.0,0,6400,6.99,0.05,16
23,66000,0,0.0,4,7800,7.88,0.12,3
23,85000,0,1.0,5,21400,13.49,0.25,4
26,25300,3,2.0,2,5400,16.02,0.21,2
22,56000,0,4.0,3,9000,10.59,0.16,2
22,92700,0,1.0,5,9250,7.9,0.1,3
21,33000,3,5.0,5,3375,13.49,0.1,3
21,33000,3,0.0,2,2000,12.61,0.06,3
23,75000,3,1.0,5,6000,12.42,0.08,3
60,98000,3,1.0,2,15000,16.29,0.15,29
25,26004,3,8.0,0,7000,6.92,0.27,3
29,35500,0,3.0,0,4000,7.88,0.11,6
24,33000,3,1.0,3,7350,11.71,0.22,3
37,91800,0,21.0,3,20000,14.84,0.19,12
23,48880,3,2.0,1,5500,10.99,0.11,3
27,26400,3,0.0,4,8000,10.59,0.3,7
30,82500,3,5.0,5,2400,8.9,0.03,5
22,60000,0,6.0,0,17500,7.88,0.29,2
32,69996,3,4.0,5,25000,15.95,0.36,10
23,60000,3,1.0,0,9000,7.51,0.15,3
22,60000,3,5.0,4,9000,5.99,0.15,4
37,100000,3,0.0,0,2400,9.99,0.02,16
26,95000,0,10.0,4,6600,7.51,0.07,4
23,29124,3,3.0,1,1600,10.83,0.05,4
26,125000,3,6.0,5,10000,7.49,0.08,2
25,59000,3,9.0,5,6000,15.23,0.1,3
23,74800,3,1.0,3,20000,17.04,0.23,3
24,63000,3,1.0,2,15675,6.54,0.25,2
22,45000,3,0.0,0,4000,10.99,0.09,4
22,41600,3,0.0,1,2400,12.22,0.06,2
24,56000,0,4.0,2,19125,13.99,0.34,3
32,83196,3,1.0,1,9350,10.99,0.11,6
42,300000,0,0.0,4,10000,17.27,0.03,14
22,35000,3,1.0,5,8000,12.41,0.23,3
23,75000,0,7.0,4,8000,7.49,0.11,4
26,280000,3,4.0,4,10000,15.96,0.04,3
21,18456,3,2.0,3,3500,13.35,0.19,3
26,173467,0,10.0,5,10000,11.71,0.06,4
29,67000,3,1.0,1,15000,13.57,0.22,9
34,53000,2,9.0,2,9600,8.94,0.18,10
25,44000,3,2.0,4,10000,15.65,0.23,2
22,74867,0,4.0,3,17000,16.02,0.19,4
36,69996,3,6.0,5,20400,10.37,0.29,14
35,108717,0,9.0,0,16000,6.99,0.15,5
23,23000,3,3.0,1,12700,14.27,0.55,4
37,36000,0,21.0,5,8000,7.88,0.22,15
26,39996,3,5.0,1,4800,12.99,0.12,4
27,54000,3,2.0,1,3625,7.9,0.07,6
34,57000,3,7.0,0,4800,10.99,0.08,10
27,31200,0,1.0,2,7500,7.74,0.24,8
23,80196,2,2.0,5,30000,9.91,0.37,3
35,24996,3,6.0,3,8000,7.51,0.32,7
40,117000,3,4.0,2,10625,11.14,0.09,13
22,30000,3,7.0,5,10000,11.14,0.33,2
21,52700,0,4.0,3,26400,16.49,0.43,3
24,44582,0,8.0,4,5600,7.49,0.13,2
28,39750,3,5.0,1,7250,8.49,0.18,8
22,30000,3,1.0,3,10000,12.53,0.33,4
27,67200,3,0.0,4,8000,6.03,0.12,5
30,65000,0,6.0,4,17500,10.99,0.27,8
21,21600,0,6.0,3,7575,10.99,0.35,2
23,122000,3,7.0,0,14000,13.48,0.11,2
35,31000,2,0.0,3,4275,10.28,0.14,7
39,60000,3,3.0,2,3800,10.37,0.06,14
22,65004,0,0.0,1,13000,13.23,0.2,2
35,110000,3,0.0,3,15000,11.11,0.14,8
27,166000,0,11.0,2,30000,10.99,0.18,9
28,26400,0,4.0,3,3000,6.17,0.11,6
25,78000,0,0.0,2,25000,9.64,0.32,4
26,49200,2,11.0,2,10750,11.11,0.22,3
37,78000,0,0.0,4,5600,10.74,0.07,12
25,150000,3,3.0,2,6000,13.48,0.04,2
24,95000,0,4.0,4,25000,10.08,0.26,4
29,60000,0,1.0,2,10000,5.79,0.17,6
22,39000,0,6.0,4,10750,10.99,0.28,3
40,63996,0,8.0,1,12000,10.25,0.19,12
22,75000,3,6.0,5,12000,10.99,0.16,3
32,12000,3,2.0,1,6200,6.17,0.52,9
27,26004,3,7.0,5,6000,7.14,0.23,5
27,72000,0,7.0,3,6500,6.03,0.09,5
33,68000,0,8.0,4,3500,11.99,0.05,10
25,55016,3,0.0,5,10000,13.16,0.18,2
29,75000,3,3.0,2,5200,10.75,0.07,8
33,125000,0,2.0,0,20000,7.88,0.16,7
26,36996,3,8.0,4,9600,11.97,0.26,4
26,42000,3,6.0,5,5000,7.29,0.12,2
23,40000,0,6.0,4,7200,11.11,0.18,2
25,60000,3,9.0,1,20000,10.99,0.33,3
25,12000,3,4.0,0,3600,9.62,0.3,2
28,75000,3,3.0,1,23000,10.51,0.31,9
27,275000,0,11.0,5,35000,10.99,0.13,6
25,65000,3,6.0,4,7675,15.33,0.12,3
24,46704,3,2.0,1,9000,11.49,0.19,4
28,133000,0,6.0,0,20000,10.99,0.15,5
23,30000,3,7.0,0,3000,12.69,0.1,4
32,41000,3,17.0,3,3000,10.99,0.07,7
27,38000,3,0.0,5,10000,9.76,0.26,5
28,45000,3,3.0,3,7000,13.43,0.16,7
23,72000,3,7.0,4,10000,10.59,0.14,4
26,36800,3,0.0,4,5900,10.71,0.16,3
24,30000,3,0.0,3,6000,13.49,0.2,2
24,125000,0,2.0,4,15000,7.66,0.12,3
25,52500,0,9.0,2,7000,5.79,0.13,4
29,70000,0,13.0,0,6500,7.88,0.09,9
21,28692,0,5.0,1,3000,10.75,0.1,2
23,30000,3,0.0,1,6000,13.49,0.2,3
27,190000,3,5.0,5,22000,6.91,0.12,10
24,32000,3,8.0,0,12000,12.87,0.38,2
26,78402,3,3.0,5,11200,11.71,0.14,3
34,35000,3,9.0,1,8000,10.99,0.23,10
21,32400,0,3.0,4,1750,13.61,0.05,4
23,48235,0,5.0,5,20000,12.18,0.41,2
21,40000,0,5.0,3,9000,7.51,0.23,4
22,39000,0,1.0,5,5000,18.21,0.13,4
25,105000,0,1.0,4,15000,12.53,0.14,3
22,51000,3,6.0,5,7000,12.18,0.14,2
33,125000,0,2.0,3,20000,7.88,0.16,5
25,17600,3,4.0,4,4500,13.99,0.26,2
28,150000,0,11.0,2,15000,9.63,0.1,9
30,48996,0,14.0,1,1200,14.35,0.02,7
28,60000,3,10.0,2,10500,15.27,0.17,6
29,28000,3,9.0,3,13200,6.17,0.47,10
28,25000,3,0.0,5,7000,6.92,0.28,6
34,44000,3,1.0,1,11000,13.79,0.25,6
31,57240,0,1.0,1,10000,5.99,0.17,6
22,34000,3,1.0,5,6500,13.22,0.19,4
21,21000,3,2.0,1,6250,13.85,0.3,3
21,38400,3,5.0,4,5000,10.59,0.13,4
29,56964,3,12.0,0,18000,10.99,0.32,8
26,66800,0,0.0,4,2500,11.49,0.04,4
33,70000,2,17.0,5,24000,7.49,0.34,6
31,56000,3,15.0,2,3000,14.27,0.05,5
23,42000,2,7.0,4,4400,11.89,0.1,4
22,42000,0,4.0,5,3500,9.91,0.08,2
29,48000,0,5.0,1,10000,12.73,0.21,7
25,62400,0,9.0,1,12500,14.96,0.2,3
28,69000,0,12.0,0,10000,9.88,0.14,8
29,28000,3,2.0,3,5000,16.07,0.18,8
32,99996,0,16.0,0,7000,7.14,0.07,10
24,25000,3,0.0,1,4400,6.76,0.18,2
26,66000,2,0.0,2,18000,13.49,0.27,3
30,52000,0,4.0,2,14675,9.63,0.28,7
31,120000,0,9.0,5,9000,8.94,0.07,6
28,62000,0,8.0,4,5000,10.25,0.08,6
28,58000,3,3.0,1,12500,11.71,0.22,7
25,44400,0,9.0,5,6000,12.99,0.14,4
25,55000,0,9.0,4,10200,8.94,0.19,3
33,56100,2,13.0,2,16000,6.03,0.29,8
26,62200,0,0.0,4,18000,16.63,0.29,3
26,81000,3,10.0,4,6000,7.51,0.07,2
26,74970,3,5.0,3,6000,7.88,0.08,2
23,87000,0,0.0,4,7500,11.28,0.09,2
24,85000,3,0.0,1,16000,6.91,0.19,2
29,35000,3,1.0,5,15000,7.9,0.43,10
33,88000,3,3.0,5,9000,14.54,0.1,9
27,110000,2,0.0,5,25000,16.32,0.23,7
26,36000,0,3.0,1,11000,10.59,0.31,4
22,24000,3,0.0,4,12000,14.79,0.5,2
23,19200,3,1.0,3,6200,19.82,0.32,3
26,25104,2,0.0,0,5400,16.49,0.22,2
23,75000,0,3.0,5,14400,6.03,0.19,4
25,126500,0,2.0,1,2000,10.99,0.02,2
32,42000,3,5.0,5,3500,14.35,0.08,7
35,74984,3,2.0,5,13500,7.29,0.18,9
31,39000,0,5.0,1,22000,11.36,0.56,5
29,60000,0,4.0,2,14125,13.49,0.24,6
26,65000,0,11.0,2,10950,7.88,0.17,2
23,36000,3,1.0,3,5000,13.22,0.14,4
31,60000,3,4.0,2,4200,8.49,0.07,10
30,150000,0,2.0,2,12000,11.86,0.08,8
22,59000,0,6.0,0,6400,10.99,0.11,4
23,90000,3,7.0,1,7500,11.03,0.08,4
23,39996,3,7.0,4,2000,10.99,0.05,2
21,65253,0,5.0,5,16075,10.99,0.25,3
26,21000,3,0.0,5,4800,7.75,0.23,4
27,70000,3,11.0,5,10000,10.65,0.14,5
26,35000,3,0.0,5,12000,10.91,0.34,3
26,23624,3,6.0,4,10000,9.88,0.42,2
27,78000,0,1.0,5,5125,8.59,0.07,8
28,40000,3,0.0,0,12000,15.57,0.3,7
23,45000,3,4.0,1,4800,13.98,0.11,3
24,108000,0,3.0,1,9050,5.42,0.08,2
27,96996,0,11.0,0,1500,10.95,0.02,10
22,52000,0,6.0,1,9750,13.06,0.19,3
22,106000,0,5.0,1,25000,18.09,0.24,3
26,36194,0,10.0,4,9250,10.08,0.26,3
27,41000,3,2.0,0,2000,15.27,0.05,7
22,65000,0,4.0,1,10000,13.35,0.15,4
48,19200,2,1.0,3,7000,10.99,0.36,16
23,43000,0,7.0,0,7200,10.59,0.17,3
22,23000,3,6.0,5,4850,14.27,0.21,4
28,112000,3,1.0,2,6000,12.69,0.05,10
34,72000,2,2.0,3,13150,6.03,0.18,10
26,51000,3,10.0,4,5000,12.42,0.1,2
28,45136,0,13.0,1,10175,12.69,0.23,9
24,80000,2,0.0,5,5500,8.94,0.07,2
25,30000,0,0.0,2,6000,14.35,0.2,2
22,48000,0,5.0,4,3000,10.99,0.06,3
28,60000,0,5.0,2,2500,10.99,0.04,7
29,59000,0,5.0,5,8000,16.77,0.14,8
23,135000,0,8.0,1,10000,18.43,0.07,4
21,42000,3,4.0,1,12500,8.94,0.3,2
31,100000,3,2.0,5,10000,8.49,0.1,5
22,34500,3,1.0,5,5000,10.99,0.14,4
23,70000,0,1.0,5,10000,10.99,0.14,4
23,26400,3,7.0,0,3800,7.9,0.14,4
29,27840,3,0.0,4,8575,19.42,0.31,8
27,32000,3,4.0,3,9000,11.48,0.28,8
27,100000,3,1.0,0,35000,16.11,0.35,9
23,122000,0,7.0,1,16000,13.49,0.13,2
22,60000,3,6.0,4,5600,10.65,0.09,4
23,65000,0,0.0,4,12000,7.9,0.18,3
29,65000,3,4.0,1,15000,16.0,0.23,8
27,70000,3,3.0,3,20000,10.99,0.29,5
26,85000,0,10.0,0,4650,13.49,0.05,3
37,200000,0,3.0,2,25000,10.75,0.13,11
23,20004,3,2.0,0,1500,9.62,0.07,3
25,42000,3,0.0,1,7400,16.32,0.18,4
24,48000,3,4.0,5,24000,16.29,0.5,2
24,89908,3,1.0,5,24250,12.53,0.27,3
22,60000,0,6.0,4,10000,8.9,0.17,4
22,60200,3,2.0,0,6325,7.51,0.11,3
26,67000,0,4.0,3,10400,8.9,0.16,4
